,country,date,accumulated_confirmed,increase_of_confirmed
1952,Holy See,2020-03-09,1,0.0
1953,Holy See,2020-03-10,1,0.0
1954,Holy See,2020-03-11,1,0.0
1955,Holy See,2020-03-12,1,0.0
1956,Holy See,2020-03-13,1,0.0
1957,Holy See,2020-03-14,1,0.0
1958,Holy See,2020-03-15,1,0.0
1959,Holy See,2020-03-16,1,0.0
1960,Holy See,2020-03-17,1,0.0
1961,Holy See,2020-03-18,1,0.0
1962,Holy See,2020-03-19,1,0.0
1963,Holy See,2020-03-20,1,0.0
1964,Holy See,2020-03-21,1,0.0
1965,Holy See,2020-03-22,1,0.0
1966,Holy See,2020-03-23,1,0.0
1967,Holy See,2020-03-24,4,3.0
1968,Holy See,2020-03-25,4,0.0
1969,Holy See,2020-03-26,4,0.0
1970,Holy See,2020-03-27,4,0.0
1971,Honduras,2020-03-01,0,0.0
1972,Honduras,2020-03-02,0,0.0
1973,Honduras,2020-03-03,0,0.0
1974,Honduras,2020-03-04,0,0.0
1975,Honduras,2020-03-05,0,0.0
1976,Honduras,2020-03-06,0,0.0
1977,Honduras,2020-03-07,0,0.0
1978,Honduras,2020-03-08,0,0.0
1979,Honduras,2020-03-09,0,0.0
1980,Honduras,2020-03-10,0,0.0
1981,Honduras,2020-03-11,2,2.0
1982,Honduras,2020-03-12,2,0.0
1983,Honduras,2020-03-13,2,0.0
1984,Honduras,2020-03-14,2,0.0
1985,Honduras,2020-03-15,3,1.0
1986,Honduras,2020-03-16,6,3.0
1987,Honduras,2020-03-17,8,2.0
1988,Honduras,2020-03-18,9,1.0
1989,Honduras,2020-03-19,12,3.0
1990,Honduras,2020-03-20,24,12.0
1991,Honduras,2020-03-21,24,0.0
1992,Honduras,2020-03-22,26,2.0
1993,Honduras,2020-03-23,30,4.0
1994,Honduras,2020-03-24,30,0.0
1995,Honduras,2020-03-25,36,6.0
1996,Honduras,2020-03-26,52,16.0
1997,Honduras,2020-03-27,68,16.0
1998,Hungary,2020-03-01,0,0.0
1999,Hungary,2020-03-02,0,0.0
2000,Hungary,2020-03-03,0,0.0
2001,Hungary,2020-03-04,2,2.0
2002,Hungary,2020-03-05,2,0.0
2003,Hungary,2020-03-06,2,0.0
2004,Hungary,2020-03-07,4,2.0
2005,Hungary,2020-03-08,7,3.0
2006,Hungary,2020-03-09,9,2.0
2007,Hungary,2020-03-10,9,0.0
2008,Hungary,2020-03-11,13,4.0
2009,Hungary,2020-03-12,13,0.0
2010,Hungary,2020-03-13,19,6.0
2011,Hungary,2020-03-14,30,11.0
2012,Hungary,2020-03-15,32,2.0
2013,Hungary,2020-03-16,39,7.0
2014,Hungary,2020-03-17,50,11.0
2015,Hungary,2020-03-18,58,8.0
2016,Hungary,2020-03-19,73,15.0
2017,Hungary,2020-03-20,85,12.0
2018,Hungary,2020-03-21,103,18.0
2019,Hungary,2020-03-22,131,28.0
2020,Hungary,2020-03-23,167,36.0
2021,Hungary,2020-03-24,187,20.0
2022,Hungary,2020-03-25,226,39.0
2023,Hungary,2020-03-26,261,35.0
2024,Hungary,2020-03-27,300,39.0
2025,Iceland,2020-03-01,3,0.0
2026,Iceland,2020-03-02,6,3.0
2027,Iceland,2020-03-03,11,5.0
2028,Iceland,2020-03-04,26,15.0
2029,Iceland,2020-03-05,34,8.0
2030,Iceland,2020-03-06,43,9.0
2031,Iceland,2020-03-07,50,7.0
2032,Iceland,2020-03-08,50,0.0
2033,Iceland,2020-03-09,58,8.0
2034,Iceland,2020-03-10,69,11.0
2035,Iceland,2020-03-11,85,16.0
2036,Iceland,2020-03-12,103,18.0
2037,Iceland,2020-03-13,134,31.0
2038,Iceland,2020-03-14,156,22.0
2039,Iceland,2020-03-15,171,15.0
2040,Iceland,2020-03-16,180,9.0
2041,Iceland,2020-03-17,220,40.0
2042,Iceland,2020-03-18,250,30.0
2043,Iceland,2020-03-19,330,80.0
2044,Iceland,2020-03-20,409,79.0
2045,Iceland,2020-03-21,473,64.0
2046,Iceland,2020-03-22,568,95.0
2047,Iceland,2020-03-23,588,20.0
2048,Iceland,2020-03-24,648,60.0
2049,Iceland,2020-03-25,737,89.0
2050,Iceland,2020-03-26,802,65.0
2051,Iceland,2020-03-27,890,88.0
2052,India,2020-03-01,3,0.0
2053,India,2020-03-02,5,2.0
2054,India,2020-03-03,5,0.0
2055,India,2020-03-04,28,23.0
2056,India,2020-03-05,30,2.0
2057,India,2020-03-06,31,1.0
2058,India,2020-03-07,34,3.0
2059,India,2020-03-08,39,5.0
2060,India,2020-03-09,43,4.0
2061,India,2020-03-10,56,13.0
2062,India,2020-03-11,62,6.0
2063,India,2020-03-12,73,11.0
2064,India,2020-03-13,82,9.0
2065,India,2020-03-14,102,20.0
2066,India,2020-03-15,113,11.0
2067,India,2020-03-16,119,6.0
2068,India,2020-03-17,142,23.0
2069,India,2020-03-18,156,14.0
2070,India,2020-03-19,194,38.0
2071,India,2020-03-20,244,50.0
2072,India,2020-03-21,330,86.0
2073,India,2020-03-22,396,66.0
2074,India,2020-03-23,499,103.0
2075,India,2020-03-24,536,37.0
2076,India,2020-03-25,657,121.0
2077,India,2020-03-26,727,70.0
2078,India,2020-03-27,887,160.0
2079,Indonesia,2020-03-01,0,0.0
2080,Indonesia,2020-03-02,2,2.0
2081,Indonesia,2020-03-03,2,0.0
2082,Indonesia,2020-03-04,2,0.0
2083,Indonesia,2020-03-05,2,0.0
2084,Indonesia,2020-03-06,4,2.0
2085,Indonesia,2020-03-07,4,0.0
2086,Indonesia,2020-03-08,6,2.0
2087,Indonesia,2020-03-09,19,13.0
2088,Indonesia,2020-03-10,27,8.0
2089,Indonesia,2020-03-11,34,7.0
2090,Indonesia,2020-03-12,34,0.0
2091,Indonesia,2020-03-13,69,35.0
2092,Indonesia,2020-03-14,96,27.0
2093,Indonesia,2020-03-15,117,21.0
2094,Indonesia,2020-03-16,134,17.0
2095,Indonesia,2020-03-17,172,38.0
2096,Indonesia,2020-03-18,227,55.0
2097,Indonesia,2020-03-19,311,84.0
2098,Indonesia,2020-03-20,369,58.0
2099,Indonesia,2020-03-21,450,81.0
2100,Indonesia,2020-03-22,514,64.0
2101,Indonesia,2020-03-23,579,65.0
2102,Indonesia,2020-03-24,686,107.0
2103,Indonesia,2020-03-25,790,104.0
2104,Indonesia,2020-03-26,893,103.0
2105,Indonesia,2020-03-27,1046,153.0
2106,Iran,2020-03-01,978,0.0
2107,Iran,2020-03-02,1501,523.0
2108,Iran,2020-03-03,2336,835.0
2109,Iran,2020-03-04,2922,586.0
2110,Iran,2020-03-05,3513,591.0
2111,Iran,2020-03-06,4747,1234.0
2112,Iran,2020-03-07,5823,1076.0
2113,Iran,2020-03-08,6566,743.0
2114,Iran,2020-03-09,7161,595.0
2115,Iran,2020-03-10,8042,881.0
2116,Iran,2020-03-11,9000,958.0
2117,Iran,2020-03-12,10075,1075.0
2118,Iran,2020-03-13,11364,1289.0
2119,Iran,2020-03-14,12729,1365.0
2120,Iran,2020-03-15,13938,1209.0
2121,Iran,2020-03-16,14991,1053.0
2122,Iran,2020-03-17,16169,1178.0
2123,Iran,2020-03-18,17361,1192.0
2124,Iran,2020-03-19,18407,1046.0
2125,Iran,2020-03-20,19644,1237.0
2126,Iran,2020-03-21,20610,966.0
2127,Iran,2020-03-22,21638,1028.0
2128,Iran,2020-03-23,23049,1411.0
2129,Iran,2020-03-24,24811,1762.0
2130,Iran,2020-03-25,27017,2206.0
2131,Iran,2020-03-26,29406,2389.0
2132,Iran,2020-03-27,32332,2926.0
2133,Iraq,2020-03-01,19,0.0
2134,Iraq,2020-03-02,26,7.0
2135,Iraq,2020-03-03,32,6.0
2136,Iraq,2020-03-04,35,3.0
2137,Iraq,2020-03-05,35,0.0
2138,Iraq,2020-03-06,40,5.0
2139,Iraq,2020-03-07,54,14.0
2140,Iraq,2020-03-08,60,6.0
2141,Iraq,2020-03-09,60,0.0
2142,Iraq,2020-03-10,71,11.0
2143,Iraq,2020-03-11,71,0.0
2144,Iraq,2020-03-12,71,0.0
2145,Iraq,2020-03-13,101,30.0
2146,Iraq,2020-03-14,110,9.0
2147,Iraq,2020-03-15,116,6.0
2148,Iraq,2020-03-16,124,8.0
2149,Iraq,2020-03-17,154,30.0
2150,Iraq,2020-03-18,164,10.0
2151,Iraq,2020-03-19,192,28.0
2152,Iraq,2020-03-20,208,16.0
2153,Iraq,2020-03-21,214,6.0
2154,Iraq,2020-03-22,233,19.0
2155,Iraq,2020-03-23,266,33.0
2156,Iraq,2020-03-24,316,50.0
2157,Iraq,2020-03-25,346,30.0
2158,Iraq,2020-03-26,382,36.0
2159,Iraq,2020-03-27,458,76.0
2160,Ireland,2020-03-01,1,0.0
2161,Ireland,2020-03-02,1,0.0
2162,Ireland,2020-03-03,2,1.0
2163,Ireland,2020-03-04,6,4.0
2164,Ireland,2020-03-05,6,0.0
2165,Ireland,2020-03-06,18,12.0
2166,Ireland,2020-03-07,18,0.0
2167,Ireland,2020-03-08,19,1.0
2168,Ireland,2020-03-09,21,2.0
2169,Ireland,2020-03-10,34,13.0
2170,Ireland,2020-03-11,43,9.0
2171,Ireland,2020-03-12,43,0.0
2172,Ireland,2020-03-13,90,47.0
2173,Ireland,2020-03-14,129,39.0
2174,Ireland,2020-03-15,129,0.0
2175,Ireland,2020-03-16,169,40.0
2176,Ireland,2020-03-17,223,54.0
2177,Ireland,2020-03-18,292,69.0
2178,Ireland,2020-03-19,557,265.0
2179,Ireland,2020-03-20,683,126.0
2180,Ireland,2020-03-21,785,102.0
2181,Ireland,2020-03-22,906,121.0
2182,Ireland,2020-03-23,1125,219.0
2183,Ireland,2020-03-24,1329,204.0
2184,Ireland,2020-03-25,1564,235.0
2185,Ireland,2020-03-26,1819,255.0
2186,Ireland,2020-03-27,2121,302.0
2187,Israel,2020-03-01,10,0.0
2188,Israel,2020-03-02,10,0.0
2189,Israel,2020-03-03,12,2.0
2190,Israel,2020-03-04,15,3.0
2191,Israel,2020-03-05,20,5.0
2192,Israel,2020-03-06,37,17.0
2193,Israel,2020-03-07,43,6.0
2194,Israel,2020-03-08,61,18.0
2195,Israel,2020-03-09,61,0.0
2196,Israel,2020-03-10,75,14.0
2197,Israel,2020-03-11,79,4.0
2198,Israel,2020-03-12,100,21.0
2199,Israel,2020-03-13,126,26.0
2200,Israel,2020-03-14,155,29.0
2201,Israel,2020-03-15,213,58.0
2202,Israel,2020-03-16,218,5.0
2203,Israel,2020-03-17,250,32.0
2204,Israel,2020-03-18,304,54.0
2205,Israel,2020-03-19,427,123.0
2206,Israel,2020-03-20,529,102.0
2207,Israel,2020-03-21,712,183.0
2208,Israel,2020-03-22,883,171.0
2209,Israel,2020-03-23,1071,188.0
2210,Israel,2020-03-24,1238,167.0
2211,Israel,2020-03-25,2369,1131.0
2212,Israel,2020-03-26,2693,324.0
2213,Israel,2020-03-27,3035,342.0
2214,Italy,2020-03-01,1694,0.0
2215,Italy,2020-03-02,2036,342.0
2216,Italy,2020-03-03,2502,466.0
2217,Italy,2020-03-04,3089,587.0
2218,Italy,2020-03-05,3858,769.0
2219,Italy,2020-03-06,4636,778.0
2220,Italy,2020-03-07,5883,1247.0
2221,Italy,2020-03-08,7375,1492.0
2222,Italy,2020-03-09,9172,1797.0
2223,Italy,2020-03-10,10149,977.0
2224,Italy,2020-03-11,12462,2313.0
2225,Italy,2020-03-12,12462,0.0
2226,Italy,2020-03-13,17660,5198.0
2227,Italy,2020-03-14,21157,3497.0
2228,Italy,2020-03-15,24747,3590.0
2229,Italy,2020-03-16,27980,3233.0
2230,Italy,2020-03-17,31506,3526.0
2231,Italy,2020-03-18,35713,4207.0
2232,Italy,2020-03-19,41035,5322.0
2233,Italy,2020-03-20,47021,5986.0
2234,Italy,2020-03-21,53578,6557.0
2235,Italy,2020-03-22,59138,5560.0
2236,Italy,2020-03-23,63927,4789.0
2237,Italy,2020-03-24,69176,5249.0
2238,Italy,2020-03-25,74386,5210.0
2239,Italy,2020-03-26,80589,6203.0
2240,Italy,2020-03-27,86498,5909.0
2241,Jamaica,2020-03-01,0,0.0
2242,Jamaica,2020-03-02,0,0.0
2243,Jamaica,2020-03-03,0,0.0
2244,Jamaica,2020-03-04,0,0.0
2245,Jamaica,2020-03-05,0,0.0
2246,Jamaica,2020-03-06,0,0.0
2247,Jamaica,2020-03-07,0,0.0
2248,Jamaica,2020-03-08,0,0.0
2249,Jamaica,2020-03-09,0,0.0
2250,Jamaica,2020-03-10,0,0.0
2251,Jamaica,2020-03-11,1,1.0
2252,Jamaica,2020-03-12,2,1.0
2253,Jamaica,2020-03-13,8,6.0
2254,Jamaica,2020-03-14,8,0.0
2255,Jamaica,2020-03-15,10,2.0
2256,Jamaica,2020-03-16,10,0.0
2257,Jamaica,2020-03-17,12,2.0
2258,Jamaica,2020-03-18,13,1.0
2259,Jamaica,2020-03-19,15,2.0
2260,Jamaica,2020-03-20,16,1.0
2261,Jamaica,2020-03-21,16,0.0
2262,Jamaica,2020-03-22,19,3.0
2263,Jamaica,2020-03-23,19,0.0
2264,Jamaica,2020-03-24,21,2.0
2265,Jamaica,2020-03-25,26,5.0
2266,Jamaica,2020-03-26,26,0.0
2267,Jamaica,2020-03-27,26,0.0
2268,Japan,2020-03-01,256,0.0
2269,Japan,2020-03-02,274,18.0
2270,Japan,2020-03-03,293,19.0
2271,Japan,2020-03-04,331,38.0
2272,Japan,2020-03-05,360,29.0
2273,Japan,2020-03-06,420,60.0
2274,Japan,2020-03-07,461,41.0
2275,Japan,2020-03-08,502,41.0
2276,Japan,2020-03-09,511,9.0
2277,Japan,2020-03-10,581,70.0
2278,Japan,2020-03-11,639,58.0
2279,Japan,2020-03-12,639,0.0
2280,Japan,2020-03-13,701,62.0
2281,Japan,2020-03-14,773,72.0
2282,Japan,2020-03-15,839,66.0
2283,Japan,2020-03-16,839,0.0
2284,Japan,2020-03-17,878,39.0
2285,Japan,2020-03-18,889,11.0
2286,Japan,2020-03-19,924,35.0
2287,Japan,2020-03-20,963,39.0
2288,Japan,2020-03-21,1007,44.0
2289,Japan,2020-03-22,1101,94.0
2290,Japan,2020-03-23,1128,27.0
2291,Japan,2020-03-24,1193,65.0
2292,Japan,2020-03-25,1307,114.0
2293,Japan,2020-03-26,1387,80.0
2294,Japan,2020-03-27,1468,81.0
2295,Jordan,2020-03-01,0,0.0
2296,Jordan,2020-03-02,0,0.0
2297,Jordan,2020-03-03,1,1.0
2298,Jordan,2020-03-04,1,0.0
2299,Jordan,2020-03-05,1,0.0
2300,Jordan,2020-03-06,1,0.0
2301,Jordan,2020-03-07,1,0.0
2302,Jordan,2020-03-08,1,0.0
2303,Jordan,2020-03-09,1,0.0
2304,Jordan,2020-03-10,1,0.0
2305,Jordan,2020-03-11,1,0.0
2306,Jordan,2020-03-12,1,0.0
2307,Jordan,2020-03-13,1,0.0
2308,Jordan,2020-03-14,1,0.0
2309,Jordan,2020-03-15,8,7.0
2310,Jordan,2020-03-16,17,9.0
2311,Jordan,2020-03-17,34,17.0
2312,Jordan,2020-03-18,52,18.0
2313,Jordan,2020-03-19,69,17.0
2314,Jordan,2020-03-20,85,16.0
2315,Jordan,2020-03-21,85,0.0
2316,Jordan,2020-03-22,112,27.0
2317,Jordan,2020-03-23,127,15.0
2318,Jordan,2020-03-24,154,27.0
2319,Jordan,2020-03-25,172,18.0
2320,Jordan,2020-03-26,212,40.0
2321,Jordan,2020-03-27,235,23.0
2322,Kazakhstan,2020-03-01,0,0.0
2323,Kazakhstan,2020-03-02,0,0.0
2324,Kazakhstan,2020-03-03,0,0.0
2325,Kazakhstan,2020-03-04,0,0.0
2326,Kazakhstan,2020-03-05,0,0.0
2327,Kazakhstan,2020-03-06,0,0.0
2328,Kazakhstan,2020-03-07,0,0.0
2329,Kazakhstan,2020-03-08,0,0.0
2330,Kazakhstan,2020-03-09,0,0.0
2331,Kazakhstan,2020-03-10,0,0.0
2332,Kazakhstan,2020-03-11,0,0.0
2333,Kazakhstan,2020-03-12,0,0.0
2334,Kazakhstan,2020-03-13,4,4.0
2335,Kazakhstan,2020-03-14,6,2.0
2336,Kazakhstan,2020-03-15,9,3.0
2337,Kazakhstan,2020-03-16,10,1.0
2338,Kazakhstan,2020-03-17,33,23.0
2339,Kazakhstan,2020-03-18,35,2.0
2340,Kazakhstan,2020-03-19,44,9.0
2341,Kazakhstan,2020-03-20,49,5.0
2342,Kazakhstan,2020-03-21,53,4.0
2343,Kazakhstan,2020-03-22,60,7.0
2344,Kazakhstan,2020-03-23,62,2.0
2345,Kazakhstan,2020-03-24,72,10.0
2346,Kazakhstan,2020-03-25,81,9.0
2347,Kazakhstan,2020-03-26,111,30.0
2348,Kazakhstan,2020-03-27,150,39.0
2349,Kenya,2020-03-01,0,0.0
2350,Kenya,2020-03-02,0,0.0
2351,Kenya,2020-03-03,0,0.0
2352,Kenya,2020-03-04,0,0.0
2353,Kenya,2020-03-05,0,0.0
2354,Kenya,2020-03-06,0,0.0
2355,Kenya,2020-03-07,0,0.0
2356,Kenya,2020-03-08,0,0.0
2357,Kenya,2020-03-09,0,0.0
2358,Kenya,2020-03-10,0,0.0
2359,Kenya,2020-03-11,0,0.0
2360,Kenya,2020-03-12,0,0.0
2361,Kenya,2020-03-13,1,1.0
2362,Kenya,2020-03-14,1,0.0
2363,Kenya,2020-03-15,3,2.0
2364,Kenya,2020-03-16,3,0.0
2365,Kenya,2020-03-17,3,0.0
2366,Kenya,2020-03-18,3,0.0
2367,Kenya,2020-03-19,7,4.0
2368,Kenya,2020-03-20,7,0.0
2369,Kenya,2020-03-21,7,0.0
2370,Kenya,2020-03-22,15,8.0
2371,Kenya,2020-03-23,16,1.0
2372,Kenya,2020-03-24,25,9.0
2373,Kenya,2020-03-25,28,3.0
2374,Kenya,2020-03-26,31,3.0
2375,Kenya,2020-03-27,31,0.0
2376,"Korea, South",2020-03-01,3736,0.0
2377,"Korea, South",2020-03-02,4335,599.0
2378,"Korea, South",2020-03-03,5186,851.0
2379,"Korea, South",2020-03-04,5621,435.0
2380,"Korea, South",2020-03-05,6088,467.0
2381,"Korea, South",2020-03-06,6593,505.0
2382,"Korea, South",2020-03-07,7041,448.0
2383,"Korea, South",2020-03-08,7314,273.0
2384,"Korea, South",2020-03-09,7478,164.0
2385,"Korea, South",2020-03-10,7513,35.0
2386,"Korea, South",2020-03-11,7755,242.0
2387,"Korea, South",2020-03-12,7869,114.0
2388,"Korea, South",2020-03-13,7979,110.0
2389,"Korea, South",2020-03-14,8086,107.0
2390,"Korea, South",2020-03-15,8162,76.0
2391,"Korea, South",2020-03-16,8236,74.0
2392,"Korea, South",2020-03-17,8320,84.0
2393,"Korea, South",2020-03-18,8413,93.0
2394,"Korea, South",2020-03-19,8565,152.0
2395,"Korea, South",2020-03-20,8652,87.0
2396,"Korea, South",2020-03-21,8799,147.0
2397,"Korea, South",2020-03-22,8961,162.0
2398,"Korea, South",2020-03-23,8961,0.0
2399,"Korea, South",2020-03-24,9037,76.0
2400,"Korea, South",2020-03-25,9137,100.0
2401,"Korea, South",2020-03-26,9241,104.0
2402,"Korea, South",2020-03-27,9332,91.0
2403,Kosovo,2020-03-01,0,0.0
2404,Kosovo,2020-03-02,0,0.0
2405,Kosovo,2020-03-03,0,0.0
2406,Kosovo,2020-03-04,0,0.0
2407,Kosovo,2020-03-05,0,0.0
2408,Kosovo,2020-03-06,0,0.0
2409,Kosovo,2020-03-07,0,0.0
2410,Kosovo,2020-03-08,0,0.0
2411,Kosovo,2020-03-09,0,0.0
2412,Kosovo,2020-03-10,0,0.0
2413,Kosovo,2020-03-11,0,0.0
2414,Kosovo,2020-03-12,0,0.0
2415,Kosovo,2020-03-13,0,0.0
2416,Kosovo,2020-03-14,0,0.0
2417,Kosovo,2020-03-15,0,0.0
2418,Kosovo,2020-03-16,0,0.0
2419,Kosovo,2020-03-17,0,0.0
2420,Kosovo,2020-03-18,0,0.0
2421,Kosovo,2020-03-19,0,0.0
2422,Kosovo,2020-03-20,0,0.0
2423,Kosovo,2020-03-21,0,0.0
2424,Kosovo,2020-03-22,0,0.0
2425,Kosovo,2020-03-23,0,0.0
2426,Kosovo,2020-03-24,0,0.0
2427,Kosovo,2020-03-25,0,0.0
2428,Kosovo,2020-03-26,71,71.0
2429,Kosovo,2020-03-27,86,15.0
2430,Kuwait,2020-03-01,45,0.0
2431,Kuwait,2020-03-02,56,11.0
2432,Kuwait,2020-03-03,56,0.0
2433,Kuwait,2020-03-04,56,0.0
2434,Kuwait,2020-03-05,58,2.0
2435,Kuwait,2020-03-06,58,0.0
2436,Kuwait,2020-03-07,61,3.0
2437,Kuwait,2020-03-08,64,3.0
2438,Kuwait,2020-03-09,64,0.0
2439,Kuwait,2020-03-10,69,5.0
2440,Kuwait,2020-03-11,72,3.0
2441,Kuwait,2020-03-12,80,8.0
2442,Kuwait,2020-03-13,80,0.0
2443,Kuwait,2020-03-14,104,24.0
2444,Kuwait,2020-03-15,112,8.0
2445,Kuwait,2020-03-16,123,11.0
2446,Kuwait,2020-03-17,130,7.0
2447,Kuwait,2020-03-18,142,12.0
2448,Kuwait,2020-03-19,148,6.0
2449,Kuwait,2020-03-20,159,11.0
2450,Kuwait,2020-03-21,176,17.0
2451,Kuwait,2020-03-22,188,12.0
2452,Kuwait,2020-03-23,189,1.0
2453,Kuwait,2020-03-24,191,2.0
2454,Kuwait,2020-03-25,195,4.0
2455,Kuwait,2020-03-26,208,13.0
2456,Kuwait,2020-03-27,225,17.0
2457,Kyrgyzstan,2020-03-01,0,0.0
2458,Kyrgyzstan,2020-03-02,0,0.0
2459,Kyrgyzstan,2020-03-03,0,0.0
2460,Kyrgyzstan,2020-03-04,0,0.0
2461,Kyrgyzstan,2020-03-05,0,0.0
2462,Kyrgyzstan,2020-03-06,0,0.0
2463,Kyrgyzstan,2020-03-07,0,0.0
2464,Kyrgyzstan,2020-03-08,0,0.0
2465,Kyrgyzstan,2020-03-09,0,0.0
2466,Kyrgyzstan,2020-03-10,0,0.0
2467,Kyrgyzstan,2020-03-11,0,0.0
2468,Kyrgyzstan,2020-03-12,0,0.0
2469,Kyrgyzstan,2020-03-13,0,0.0
2470,Kyrgyzstan,2020-03-14,0,0.0
2471,Kyrgyzstan,2020-03-15,0,0.0
2472,Kyrgyzstan,2020-03-16,0,0.0
2473,Kyrgyzstan,2020-03-17,0,0.0
2474,Kyrgyzstan,2020-03-18,3,3.0
2475,Kyrgyzstan,2020-03-19,3,0.0
2476,Kyrgyzstan,2020-03-20,6,3.0
2477,Kyrgyzstan,2020-03-21,14,8.0
2478,Kyrgyzstan,2020-03-22,14,0.0
2479,Kyrgyzstan,2020-03-23,16,2.0
2480,Kyrgyzstan,2020-03-24,42,26.0
2481,Kyrgyzstan,2020-03-25,44,2.0
2482,Kyrgyzstan,2020-03-26,44,0.0
2483,Kyrgyzstan,2020-03-27,58,14.0
2484,Laos,2020-03-01,0,0.0
2485,Laos,2020-03-02,0,0.0
2486,Laos,2020-03-03,0,0.0
2487,Laos,2020-03-04,0,0.0
2488,Laos,2020-03-05,0,0.0
2489,Laos,2020-03-06,0,0.0
2490,Laos,2020-03-07,0,0.0
2491,Laos,2020-03-08,0,0.0
2492,Laos,2020-03-09,0,0.0
2493,Laos,2020-03-10,0,0.0
2494,Laos,2020-03-11,0,0.0
2495,Laos,2020-03-12,0,0.0
2496,Laos,2020-03-13,0,0.0
2497,Laos,2020-03-14,0,0.0
2498,Laos,2020-03-15,0,0.0
2499,Laos,2020-03-16,0,0.0
2500,Laos,2020-03-17,0,0.0
2501,Laos,2020-03-18,0,0.0
2502,Laos,2020-03-19,0,0.0
2503,Laos,2020-03-20,0,0.0
2504,Laos,2020-03-21,0,0.0
2505,Laos,2020-03-22,0,0.0
2506,Laos,2020-03-23,0,0.0
2507,Laos,2020-03-24,2,2.0
2508,Laos,2020-03-25,3,1.0
2509,Laos,2020-03-26,6,3.0
2510,Laos,2020-03-27,6,0.0
2511,Latvia,2020-03-01,0,0.0
2512,Latvia,2020-03-02,1,1.0
2513,Latvia,2020-03-03,1,0.0
2514,Latvia,2020-03-04,1,0.0
2515,Latvia,2020-03-05,1,0.0
2516,Latvia,2020-03-06,1,0.0
2517,Latvia,2020-03-07,1,0.0
2518,Latvia,2020-03-08,2,1.0
2519,Latvia,2020-03-09,6,4.0
2520,Latvia,2020-03-10,8,2.0
2521,Latvia,2020-03-11,10,2.0
2522,Latvia,2020-03-12,10,0.0
2523,Latvia,2020-03-13,17,7.0
2524,Latvia,2020-03-14,26,9.0
2525,Latvia,2020-03-15,30,4.0
2526,Latvia,2020-03-16,34,4.0
2527,Latvia,2020-03-17,49,15.0
2528,Latvia,2020-03-18,71,22.0
2529,Latvia,2020-03-19,86,15.0
2530,Latvia,2020-03-20,111,25.0
2531,Latvia,2020-03-21,124,13.0
2532,Latvia,2020-03-22,139,15.0
2533,Latvia,2020-03-23,180,41.0
2534,Latvia,2020-03-24,197,17.0
2535,Latvia,2020-03-25,221,24.0
2536,Latvia,2020-03-26,244,23.0
2537,Latvia,2020-03-27,280,36.0
2538,Lebanon,2020-03-01,10,0.0
2539,Lebanon,2020-03-02,13,3.0
2540,Lebanon,2020-03-03,13,0.0
2541,Lebanon,2020-03-04,13,0.0
2542,Lebanon,2020-03-05,16,3.0
2543,Lebanon,2020-03-06,22,6.0
2544,Lebanon,2020-03-07,22,0.0
2545,Lebanon,2020-03-08,32,10.0
2546,Lebanon,2020-03-09,32,0.0
2547,Lebanon,2020-03-10,41,9.0
2548,Lebanon,2020-03-11,61,20.0
2549,Lebanon,2020-03-12,61,0.0
2550,Lebanon,2020-03-13,77,16.0
2551,Lebanon,2020-03-14,93,16.0
2552,Lebanon,2020-03-15,110,17.0
2553,Lebanon,2020-03-16,110,0.0
2554,Lebanon,2020-03-17,120,10.0
2555,Lebanon,2020-03-18,133,13.0
2556,Lebanon,2020-03-19,157,24.0
2557,Lebanon,2020-03-20,163,6.0
2558,Lebanon,2020-03-21,187,24.0
2559,Lebanon,2020-03-22,248,61.0
2560,Lebanon,2020-03-23,267,19.0
2561,Lebanon,2020-03-24,318,51.0
2562,Lebanon,2020-03-25,333,15.0
2563,Lebanon,2020-03-26,368,35.0
2564,Lebanon,2020-03-27,391,23.0
2565,Liberia,2020-03-01,0,0.0
2566,Liberia,2020-03-02,0,0.0
2567,Liberia,2020-03-03,0,0.0
2568,Liberia,2020-03-04,0,0.0
2569,Liberia,2020-03-05,0,0.0
2570,Liberia,2020-03-06,0,0.0
2571,Liberia,2020-03-07,0,0.0
2572,Liberia,2020-03-08,0,0.0
2573,Liberia,2020-03-09,0,0.0
2574,Liberia,2020-03-10,0,0.0
2575,Liberia,2020-03-11,0,0.0
2576,Liberia,2020-03-12,0,0.0
2577,Liberia,2020-03-13,0,0.0
2578,Liberia,2020-03-14,0,0.0
2579,Liberia,2020-03-15,0,0.0
2580,Liberia,2020-03-16,1,1.0
2581,Liberia,2020-03-17,1,0.0
2582,Liberia,2020-03-18,2,1.0
2583,Liberia,2020-03-19,2,0.0
2584,Liberia,2020-03-20,2,0.0
2585,Liberia,2020-03-21,3,1.0
2586,Liberia,2020-03-22,3,0.0
2587,Liberia,2020-03-23,3,0.0
2588,Liberia,2020-03-24,3,0.0
2589,Liberia,2020-03-25,3,0.0
2590,Liberia,2020-03-26,3,0.0
2591,Liberia,2020-03-27,3,0.0
2592,Libya,2020-03-01,0,0.0
2593,Libya,2020-03-02,0,0.0
2594,Libya,2020-03-03,0,0.0
2595,Libya,2020-03-04,0,0.0
2596,Libya,2020-03-05,0,0.0
2597,Libya,2020-03-06,0,0.0
2598,Libya,2020-03-07,0,0.0
2599,Libya,2020-03-08,0,0.0
2600,Libya,2020-03-09,0,0.0
2601,Libya,2020-03-10,0,0.0
